GeneName	AccNum	Chrom	mRNALength	ORFLength	fpUTR_length	tpUTR_length	sumIntronLengths
Ak3	NM_021299	chr19	2751	684	73	1994	24320
Ak2	NM_016895	chr4	1781	699	120	962	16525
Olfr392	NM_147006	chr11	1069	939	130	0	1667
Olfr393	NM_147008	chr11	939	939	0	0	0
Olfr394	NM_147007	chr11	933	933	0	0	0
Olfr395	NM_147005	chr11	939	939	0	0	0
Ak5	NM_001081277	chr3	3103	1689	281	1133	202223
Olfr397	NM_146346	chr11	948	948	0	0	0
Pstk	NM_001039534	chr7	1129	1080	28	21	15564
Zgrf1	NM_197997	chr3	7048	5592	236	1220	57487
Fabp2	NM_007980	chr3	965	399	341	225	3470
Lzts2	NM_145503	chr19	2825	2016	190	619	9104
Lzts3	NM_197945	chr2	4319	2103	215	2001	5761
Lzts1	NM_199364	chr8	1800	1800	0	0	3651
Acot13	NM_025790	chr13	686	423	183	80	12849
Vat1	NM_012037	chr11	2732	1221	66	1445	4720
4930453N24Rik	NM_026273	chr16	1331	1047	76	208	3504
Bsx	NM_178245	chr9	875	699	51	125	2971
Kctd15	NM_146188	chr7	2411	852	285	1274	11414
Tas2r108	NM_020502	chr6	894	894	0	0	0
Tsc22d1	NM_001310646	chr14	5002	2988	923	1091	87803
Tsc22d3	NM_001077364	chrX	2148	606	203	1339	58846
Uts2b	NM_198166	chr16	835	342	103	390	16083
Tsc22d4	NM_029805	chr5	2494	1530	714	250	19991
Ascc3	NM_198007	chr10	7477	6597	271	609	251057
Dnd1	NM_173383	chr18	1469	1059	48	362	1075
Cox7a1	NM_009944	chr7	366	243	60	63	1494
Itgb1	NM_010578	chr8	4194	2397	306	1491	43732
Dennd1c	NM_153551	chr17	2521	2361	104	56	9935
Dennd1b	NM_001166501	chr1	8205	2301	160	5744	204129
Dennd1a	NM_146122	chr2	4352	3051	255	1046	484043
Bsg	NM_009768	chr10	1752	1170	160	422	5870
Vmn1r72	NM_145843	chr7	921	921	0	0	0
Tacc2	NM_001004468	chr7	9103	8640	0	463	178196
Hoxb13	NM_008267	chr11	1313	861	82	370	926
Rps13	NM_026533	chr7	582	456	83	43	2102
L3hypdh	NM_026038	chr12	1705	1065	157	483	10181
Greb1	NM_015764	chr12	8260	5865	630	1765	122012
Kctd18	NM_001159864	chr1	2615	1290	98	1227	12369
Rps17	NM_009092	chr7	474	408	30	36	2028
Rps16	NM_013647	chr7	615	441	115	59	1395
Rps15	NM_001310726	chr10	578	357	187	34	1028
Rps14	NM_020600	chr18	597	456	93	48	3354
Gla	NM_013463	chrX	3032	1266	68	1698	9805
Rps19	NM_023133	chr7	629	438	156	35	4460
Vmn2r18	NM_001102582	chr5	2385	2367	18	0	22879
Rcl1	NM_021525	chr19	1803	1122	130	551	40666
Cercam	NM_207298	chr2	2715	1779	44	892	10632
Phkb	NM_199446	chr8	4617	3258	159	1200	215024
Ascc2	NM_029291	chr11	2604	2250	47	307	42989
Gm904	NM_001033770	chr13	649	309	44	296	1962
Lin7b	NM_011698	chr7	716	624	6	86	1958
Sgca	NM_009161	chr11	1738	1164	253	321	11813
4930435E12Rik	NM_029042	chr16	1368	1146	4	218	15177
Wdr63	NM_172864	chr3	3082	2772	138	172	64429
Gls	NM_001081081	chr1	4973	2025	240	2708	64810
Gm10767	NM_001177750	chr13	1652	312	430	910	2100
Tas2r103	NM_053211	chr6	939	939	0	0	0
Itpr2	NM_019923	chr6	11823	8106	345	3372	382102
Gm10096	NM_001102678	chrX	921	639	163	119	21983
Gm5936	NM_001081670	chrX	2871	2187	497	187	3303
Xpr1	NM_011273	chr1	7651	2088	210	5353	134137
Crlf2	NM_001310694	chr5	1462	1074	251	137	2823
Crlf3	NM_018776	chr11	2396	1329	79	988	32103
Crlf1	NM_018827	chr8	1671	1278	146	247	9280
Kng2	NM_201375	chr16	2305	1935	192	178	39462
Cd200r4	NM_207244	chr16	1700	813	168	719	16723
Mpp1	NM_008621	chrX	2525	1401	190	934	18759
Kng1	NM_001102411	chr16	2299	1986	144	169	19408
Mpp7	NM_001081287	chr18	4975	1731	241	3003	273927
Mpp6	NM_001164734	chr6	2222	1662	292	268	86136
Mpp5	NM_019579	chr12	5514	2028	407	3079	86253
Tcea1	NM_011541	chr1	2671	906	220	1545	37545
Itgb3	NM_016780	chr11	5779	2364	89	3326	56693
Zxdb	NM_001081473	chrX	5623	2622	106	2895	0
Zxdc	NM_030260	chr6	5172	2139	165	2868	10729
Nhs	NM_001290526	chrX	5382	4944	53	385	317630
Phf21b	NM_001081166	chr15	3727	1464	411	1852	67027
Dctpp1	NM_023203	chr7	631	513	44	74	3075
Prss37	NM_026317	chr6	1049	714	228	107	3636
Vps72	NM_009336	chr3	1436	1107	56	273	10574
Tuft1	NM_011656	chr3	2636	1173	88	1375	43484
4921511M17Rik	NM_001201358	chrX	984	714	150	120	10064
Ocm	NM_033039	chr5	735	330	136	269	30068
Fgf9	NM_013518	chr14	4139	627	370	3142	35896
Lrpap1	NM_013587	chr5	2907	1083	6	1818	11285
Otoa	NM_139310	chr7	3649	3414	77	158	76003
Mpv17	NM_001294324	chr5	1744	531	95	1118	11774
Dgcr2	NM_010048	chr16	4077	1650	264	2163	47294
Gm960	NM_001033447	chr19	2262	2262	0	0	70566
Rhof	NM_175092	chr5	2143	636	257	1250	12307
Otof	NM_031875	chr5	7125	5994	134	997	87830
Dgcr6	NM_010047	chr16	1552	513	368	671	17221
Olfr1507	NM_001170918	chr14	1605	942	577	86	4156
Olfr1506	NM_146265	chr2	1084	930	154	0	1821
9530077C05Rik	NM_026739	chr9	2157	1560	148	449	30946
Olfr1504	NM_146634	chr19	948	948	0	0	0
Olfr1502	NM_146797	chr19	951	951	0	0	0
Olfr1501	NM_146633	chr19	948	948	0	0	0
Olfr1500	NM_001011831	chr19	936	936	0	0	0
1700030K09Rik	NM_028170	chr8	2427	1926	111	390	14235
Otor	NM_020595	chr2	1029	387	107	535	2292
Otos	NM_153114	chr1	704	270	319	115	3920
1810013L24Rik	NM_001081400	chr16	4074	828	360	2886	24751
Olfr1509	NM_020514	chr14	1010	927	22	61	0
Olfr1508	NM_020513	chr14	1865	933	578	354	2876
Cnih2	NM_001302333	chr19	1369	348	419	602	4285
Lrfn3	NM_175478	chr7	2861	1881	856	124	4398
Marco	NM_010766	chr1	1985	1557	307	121	28562
Dcaf12	NM_026893	chr4	3454	1362	336	1756	20148
Fgf3	NM_008007	chr7	1194	738	96	360	3543
Lsp1	NM_019391	chr7	2097	987	460	650	20929
Mat1a	NM_133653	chr14	3486	1191	472	1823	15910
1810065E05Rik	NM_027239	chr11	925	708	97	120	3988
Slco4c1	NM_172658	chr1	2394	2169	62	163	50994
Olfr134	NM_146832	chr17	939	939	0	0	0
Frk	NM_001159544	chr10	4803	1539	605	2659	123028
Olfr136	NM_146807	chr17	939	939	0	0	0
Olfr137	NM_146488	chr17	939	939	0	0	0
Ovol3	NM_001289817	chr7	2018	570	1306	142	1451
Ovol2	NM_026924	chr2	1472	825	220	427	25433
Ovol1	NM_019935	chr19	2900	804	275	1821	8539
Olfr133	NM_146831	chr17	939	939	0	0	0
Olfr648	NM_146751	chr7	951	951	0	0	0
Olfr649	NM_147055	chr7	939	939	0	0	0
Olfr138	NM_130868	chr17	939	939	0	0	0
Olfr139	NM_147003	chr11	948	948	0	0	0
Abtb1	NM_030251	chr6	1880	1437	111	332	4142
Tm2d2	NM_027194	chr8	1281	642	158	481	4769
Tm2d3	NM_178056	chr7	1003	786	62	155	7494
Dcaf15	NM_172502	chr8	2312	1917	14	381	5379
Nr4a2	NM_013613	chr2	3172	1797	445	930	4641
Nr4a3	NM_015743	chr4	5569	1884	591	3094	35573
Fbxl3	NM_015822	chr14	4264	1287	349	2628	15007
Lrfn4	NM_153388	chr19	2919	1911	715	293	965
Fbxl5	NM_001159963	chr5	2855	2073	101	681	34677
Fbxl4	NM_172988	chr4	2546	1866	319	361	74003
Fbxl7	NM_176959	chr15	4616	1476	515	2625	350490
Fbxl6	NM_013909	chr15	1714	1608	30	76	1305
Erf	NM_010155	chr7	3503	1656	158	1689	4696
Erg	NM_001302152	chr16	3273	1389	247	1637	224152
Prss34	NM_178372	chr17	1216	957	100	159	552
Idnk	NM_198004	chr13	1511	555	38	918	5534
Pde4d	NM_011056	chr13	7049	2244	180	4625	1294758
Erh	NM_001347409	chr12	1121	372	345	404	8970
Pgam1	NM_023418	chr19	1832	765	177	890	4963
Akr1c21	NM_029901	chr13	1209	972	74	163	11260
Akr1c20	NM_001311132	chr13	1329	972	30	327	35160
Lbp	NM_008489	chr2	2525	1446	177	902	23835
Inpp5b	NM_008385	chr4	3809	2982	137	690	55853
Enpp5	NM_001329619	chr17	4863	1092	216	3555	2897
Inpp5d	NM_010566	chr1	4940	3576	177	1187	95259
Inpp5e	NM_033134	chr2	4166	1944	632	1590	8805
Uso1	NM_019490	chr5	3898	2880	160	858	60960
Ran	NM_009391	chr5	2288	651	134	1503	1878
Inpp5j	NM_172439	chr11	3473	3012	73	388	7077
Inpp5k	NM_008916	chr11	2641	1407	80	1154	15205
Dzank1	NM_172859	chr2	6831	2337	127	4367	50011
Cyp20a1	NM_030013	chr1	2246	1389	86	771	42515
Mcpt4	NM_010779	chr14	990	741	36	213	1577
Il34	NM_029646	chr8	1859	660	583	616	62237
Mcpt1	NM_008570	chr14	1028	741	35	252	1400
Il33	NM_001164724	chr19	2555	801	80	1674	12371
Il31	NM_029594	chr5	810	492	52	266	1139
Eny2	NM_175009	chr15	2429	306	126	1997	7146
Lbh	NM_029999	chr17	3068	318	248	2502	20574
Carhsp1	NM_025821	chr16	2849	447	48	2354	10718
Mcpt9	NM_010782	chr14	2000	741	1227	32	1632
Marc1	NM_001290273	chr1	2142	1023	171	948	22392
Rax	NM_013833	chr18	1669	1029	275	365	2782
Has3	NM_008217	chr8	5912	1665	173	4074	6749
Ltbr	NM_010736	chr6	2092	1248	185	659	5208
Mut	NM_008650	chr17	3675	2247	135	1293	23630
Tbl1x	NM_020601	chrX	2302	1584	194	524	146737
4930555G01Rik	NM_175393	chr14	2065	618	82	1365	6550
Obp2b	NM_001099301	chr2	732	531	48	153	2357
Mrpl15	NM_001177658	chr1	4203	888	49	3266	8326
Obp2a	NM_153558	chr2	713	531	17	165	2540
Mal2	NM_178920	chr15	2775	528	143	2104	28706
Retreg1	NM_001277315	chr15	3228	1071	507	1650	29767
Retreg2	NM_170755	chr1	2557	1626	77	854	2567
Retreg3	NM_028933	chr11	3179	858	480	1841	20343
Plekha4	NM_148927	chr7	2660	2340	118	202	25240
Plekha5	NM_144920	chr6	5133	3810	66	1257	165675
Plekha6	NM_182930	chr1	7397	3522	140	3735	49942
Plekha7	NM_001305186	chr7	5221	3663	245	1313	109071
Crip3	NM_053250	chr17	1014	618	9	387	1816
Plekha1	NM_001346515	chr7	3884	1152	280	2452	43887
Plekha2	NM_031257	chr8	4984	1278	175	3531	57683
Plekha3	NM_031256	chr2	3007	894	280	1833	19014
Rheb	NM_053075	chr5	1521	555	125	841	38018
Plekha8	NM_001164361	chr6	6722	1560	321	4841	43990
Tcta	NM_133986	chr9	1840	369	215	1256	1365
Tbrg4	NM_134011	chr11	3139	1893	231	1015	7331
1700016K19Rik	NM_198637	chr11	921	687	150	84	2737
Ap2s1	NM_198613	chr7	798	429	92	277	10049
Hic1	NM_010430	chr11	4233	2682	736	815	1458
Hic2	NM_178922	chr16	6339	1860	217	4262	23505
Irs4	NM_010572	chrX	6248	3651	19	2578	7972
Ap1g1	NM_009677	chr8	6875	2478	383	4014	78752
Snrnp48	NM_026382	chr13	1789	1014	34	741	20936
Gm21671	NM_001281516	chr5	804	804	0	0	86067
Irs2	NM_001081212	chr8	4012	3966	0	46	17455
Irs3	NM_010571	chr5	2337	1488	194	655	346
Usp6nl	NM_001080548	chr2	4824	2460	286	2078	116240
Bdh1	NM_001122683	chr16	3117	1032	278	1807	27032
Syn2	NM_013681	chr6	3858	1440	179	2239	137804
Syn3	NM_013722	chr10	8779	1740	253	6786	441372
Aurkaip1	NM_025338	chr4	1209	603	500	106	621
Pla2g15	NM_133792	chr8	2706	1239	88	1379	11611
Abca12	NM_175210	chr1	8323	7788	328	207	163498
Abca13	NM_178259	chr11	16011	15105	24	882	476307
Abca14	NM_026458	chr7	5384	5052	158	174	116005
Abca15	NM_177213	chr7	5335	5007	162	166	73669
Isoc1	NM_025478	chr18	2563	894	10	1659	17526
Abca17	NM_001031621	chr17	5202	5202	0	0	77772
Tmsb4x	NM_021278	chrX	670	135	128	407	1455
Prss38	NM_001045521	chr11	1239	969	23	247	1746
Sdhaf2	NM_025333	chr19	3097	495	115	2487	21601
2310022B05Rik	NM_175149	chr8	3307	969	186	2152	24307
Tcp10a	NM_011553	chr17	2314	1317	264	733	18887
Mall	NM_145532	chr2	1967	465	31	1471	23541
Tcp10c	NM_001167578	chr17	2528	1449	232	847	20124
Hexim1	NM_138753	chr11	3400	1071	597	1732	0
Hexim2	NM_027658	chr11	1928	942	143	843	4622
Slc9c1	NM_198106	chr16	3879	3528	211	140	67857
Hnrnpll	NM_144802	chr17	3050	1776	276	998	29732
Atp2a1	NM_007504	chr7	3440	2985	151	304	13774
Olfr1280	NM_146908	chr2	918	918	0	0	0
Samd9l	NM_010156	chr6	5329	4740	326	263	21986
Synm	NM_201639	chr7	7866	4686	114	3066	21716
Samt2	NM_001037167	chrX	893	744	71	78	3210
Fitm2	NM_173397	chr2	1643	789	54	800	2284
Atp2a3	NM_001163337	chr11	4606	3081	185	1340	27269
Phf21a	NM_001346704	chr2	6583	1926	414	4243	173902
Fitm1	NM_026808	chr14	912	879	8	25	367
Dclk3	NM_172928	chr9	3498	2373	184	941	47033
Pask	NM_080850	chr1	5119	4152	312	655	28233
Gpr88	NM_022427	chr3	3450	1155	443	1852	381
Gpr89	NM_026229	chr3	1765	1368	75	322	32468
Sbf2	NM_177324	chr7	7163	5619	159	1385	299745
Elob	NM_026305	chr17	508	357	24	127	3862
Eloc	NM_001310470	chr1	2145	405	177	1563	13250
Caps2	NM_001310675	chr10	2838	1653	234	951	50097
Eloa	NM_013736	chr4	4592	2322	24	2246	13688
Myoc	NM_010865	chr1	2080	1473	114	493	8465
Olfr1284	NM_146381	chr2	936	936	0	0	0
Gpr82	NM_175669	chrX	2497	987	278	1232	3574
Gpr83	NM_010287	chr9	3586	1272	324	1990	6994
Gpr84	NM_030720	chr15	1551	1191	137	223	653
Myof	NM_001302140	chr19	7133	6186	254	693	137409
Gpr87	NM_001302203	chr3	1508	1077	339	92	14683
Hectd2	NM_001163471	chr19	4764	2328	145	2291	61733
Hectd3	NM_175244	chr4	4552	2586	55	1911	5378
Trps1	NM_032000	chr15	10202	3846	440	5916	225081
Hectd4	NM_181421	chr5	15482	13257	253	1972	132877
Mcc	NM_001085373	chr18	7858	3012	19	4827	379265
Gfra4	NM_020014	chr2	1453	909	0	544	1598
Gfra1	NM_010279	chr19	4664	1407	447	2810	215154
Otog	NM_013624	chr7	10043	8736	42	1265	60405
Gfra3	NM_010280	chr18	1997	1194	167	636	28493
Gfra2	NM_008115	chr14	3487	1395	748	1344	86247
Asic2	NM_007384	chr11	3024	1692	438	894	269717
Krtap27-1	NM_001163105	chr16	609	609	0	0	0
Apol11b	NM_001143686	chr15	2057	1014	129	914	7279
Utp18	NM_001013375	chr11	2613	1659	109	845	23911
Iars	NM_172015	chr13	4396	3789	81	526	47742
Eea1	NM_001001932	chr10	7836	4236	286	3314	97020
LOC105243090	NM_001347555	chr7	1265	732	42	491	0
Prrg3	NM_001303028	chrX	6020	696	186	5138	4078
Mad2l1	NM_019499	chr6	1725	618	59	1048	3799
AU041133	NM_001163064	chr10	2634	1497	83	1054	22419
Lactb	NM_030717	chr9	2031	1656	93	282	18061
Cd200	NM_010818	chr16	2347	837	186	1324	24572
Ostc	NM_025509	chr3	1062	450	69	543	12466
B230311B06Rik	NM_001331203	chr7	679	309	188	182	3706
Palb2	NM_001081238	chr7	3750	3315	179	256	21935
Cd207	NM_144943	chr6	1530	996	58	476	5121
Sertad1	NM_018820	chr7	1188	711	129	348	2174
Sertad2	NM_021372	chr11	5730	930	512	4288	104041
Sertad3	NM_133210	chr7	1257	594	35	628	2268
Sertad4	NM_198247	chr1	3346	1134	327	1885	7919
Gm13030	NM_001308487	chr4	655	432	36	187	2318
Mad1l1	NM_010752	chr5	2640	2154	59	427	310224
Gfral	NM_205844	chr9	2080	1182	195	703	47476
Fmnl1	NM_019679	chr11	3873	3273	175	425	23890
Chrna4	NM_015730	chr2	4437	1890	104	2443	12430
Chrna5	NM_176844	chr9	2738	1317	217	1204	24162
Zfp94	NM_001199321	chr7	2660	1461	348	851	12303
Chrna7	NM_007390	chr7	2091	1509	50	532	111744
Pik3r3	NM_181585	chr4	5004	1386	394	3224	76139
Pik3r2	NM_008841	chr8	3164	2169	481	514	5373
Chrna2	NM_144803	chr14	3527	1539	116	1872	8462
Zfp91	NM_053009	chr19	5609	1719	790	3100	23576
Vmn1r119	NM_001166708	chr7	924	924	0	0	0
Cc2d1a	NM_145970	chr8	3288	2832	47	409	11638
Cyhr1	NM_019396	chr15	4106	936	382	2788	12708
Matn1	NM_010769	chr4	2002	1503	39	460	9090
Matn3	NM_010770	chr12	3014	1446	115	1453	21086
Tars2	NM_001163619	chr3	3322	1272	139	1911	7803
Gnpnat1	NM_019425	chr14	2536	555	63	1918	9840
Matn4	NM_013592	chr2	2508	1875	370	263	12682
Fchsd1	NM_175684	chr18	4227	2067	5	2155	8071
Zfp74	NM_178384	chr7	3711	2040	220	1451	15392
Rab6a	NM_024287	chr7	3214	627	638	1949	30469
Rab6b	NM_173781	chr9	4734	627	83	4024	68463
4930503L19Rik	NM_172967	chr18	2291	1581	534	176	17050
Enkur	NM_027728	chr2	1199	768	217	214	23436
Shq1	NM_181590	chr6	3261	1710	96	1455	96086
Zscan22	NM_001290436	chr7	3507	1491	254	1762	7768
Vmn1r-ps103	NM_134211	chr13	972	972	0	0	0
Btg1	NM_007569	chr10	5008	516	324	4168	803
Aldh3b3	NM_028545	chr19	1999	1440	68	491	9632
Aldh3b2	NM_001177438	chr19	2161	1440	248	473	7177
Aldh3b1	NM_026316	chr19	1832	1407	22	403	14394
Spin2d	NM_001243002	chrX	1015	711	254	50	673
Sys1	NM_025575	chr2	1608	471	225	912	2932
Arhgap17	NM_001122640	chr7	3535	2457	109	969	87232
Arhgap15	NM_001301831	chr2	3118	1434	65	1619	644012
Arhgap12	NM_001039692	chr18	5032	2517	409	2106	106617
Arhgap10	NM_030113	chr8	3038	2361	124	553	264504
Arhgap18	NM_176837	chr10	3616	1992	72	1552	142521
Arhgap19	NM_027667	chr19	5140	1485	57	3598	30357
Krtap12-1	NM_010670	chr10	671	393	39	239	0
Chpf	NM_001001565	chr1	3235	1839	995	401	1668
Ddx3x	NM_010028	chrX	4571	1989	91	2491	8391
Ddx3y	NM_012008	chrY	4640	1977	90	2573	21259
Sik3	NM_027498	chr9	6287	4110	38	2139	205088
Sik2	NM_178710	chr9	3552	2796	198	558	112721
Nr1h2	NM_009473	chr7	2022	1341	312	369	2328
Emx2	NM_010132	chr19	2598	762	526	1310	4070
Gckr	NM_144909	chr5	2014	1764	39	211	27708
Emx1	NM_010131	chr6	1173	774	12	387	15360
Fthl17a	NM_028046	chrX	840	549	161	130	19775
Adam11	NM_001110778	chr11	5106	2337	186	2583	13722
Adam12	NM_007400	chr7	7674	2712	220	4742	334224
Fthl17b	NM_001085524	chrX	842	531	146	165	0
Fthl17e	NM_031261	chrX	848	531	152	165	0
Fthl17d	NM_001099326	chrX	733	531	77	125	0
Adam17	NM_001277266	chr12	4508	2541	200	1767	45616
Srgn	NM_011157	chr10	938	459	41	438	12390
Adam19	NM_001291891	chr11	6405	1812	1091	3502	84959
Dedd	NM_001128609	chr1	2733	957	479	1297	10624
Catsperb	NM_173023	chr12	3716	3330	119	267	217621
St3gal3	NM_009176	chr4	2606	1125	587	894	200188
A630095E13Rik	NM_001033325	chr9	619	300	56	263	2230
Sertm1	NM_177854	chr3	3085	324	551	2210	15734
Mthfd1l	NM_001170785	chr10	3743	2934	180	629	190264
Prmt8	NM_201371	chr6	2413	1185	412	816	77738
Ldhb	NM_008492	chr6	1304	1005	111	188	16405
Exoc3l4	NM_001289487	chr12	3525	2166	531	828	10726
Hebp1	NM_013546	chr6	1061	573	118	370	29636
Hebp2	NM_019487	chr10	1910	618	281	1011	4044
Zfc3h1	NM_001033261	chr10	6956	5979	239	738	40857
Gm17359	NM_001142953	chr3	777	570	104	103	117976
Adam1a	NM_172126	chr5	3092	2376	467	249	0
Ash1l	NM_138679	chr3	11270	8877	100	2293	102294
Ddx39	NM_197982	chr8	1659	1284	165	210	6516
Vrk1	NM_011705	chr12	3796	1323	101	2372	63352
Aff4	NM_033565	chr11	10165	3483	367	6315	60899
3110082J24Rik	NM_001256263	chr5	767	327	135	305	1736
Aff2	NM_008032	chrX	4486	3819	461	206	503221
Catsper2	NM_153075	chr2	2247	1767	379	101	17191
Catsper3	NM_001252487	chr13	1352	1188	83	81	23070
Pnpla3	NM_054088	chr15	4649	1155	58	3436	17057
Tax1bp3	NM_029564	chr11	1417	375	221	821	3547
Pnpla1	NM_001034885	chr17	4483	1800	456	2227	27415
Lcn11	NM_001100455	chr2	652	537	19	96	2611
Lcn10	NM_178036	chr2	1105	549	60	496	2250
Pnpla5	NM_029427	chr15	1694	1299	62	333	8861
Lcn12	NM_029958	chr2	716	582	55	79	2351
Gpr162	NM_013533	chr6	2675	1767	684	224	2798
Gpr160	NM_001286994	chr3	2217	1011	803	403	39028
Gpr161	NM_001310430	chr1	6862	1587	231	5044	17261
Nbeal1	NM_173444	chr1	12108	8067	328	3713	141999
Nbeal2	NM_183276	chr9	8803	8253	214	336	20570
Gpr165	NM_029536	chrX	3194	1368	529	1297	2727
Slc39a12	NM_001012305	chr2	2676	2070	178	428	103904
Slc39a13	NM_001290765	chr2	2416	1125	169	1122	6119
Slc39a10	NM_172653	chr1	4961	2502	50	2409	41005
Slc39a11	NM_001166503	chr11	2742	1029	151	1562	318219
Dzip3	NM_001110017	chr16	5771	3615	392	1764	64114
Slc39a14	NM_001135151	chr14	4927	1470	258	3199	43031
Dzip1	NM_025943	chr14	4900	2559	678	1663	45051
Mms19	NM_028152	chr19	3965	3096	23	846	33465
Nsun3	NM_178925	chr16	1344	1047	34	263	50521
Slk	NM_009289	chr19	7030	3702	175	3153	58198
Nsun5	NM_145414	chr5	2242	1398	31	813	4603
Nsun4	NM_028142	chr4	3511	1146	100	2265	18596
Nsun7	NM_001302834	chr5	3631	2076	512	1043	33534
Nsun6	NM_001165941	chr2	3042	1431	429	1182	56700
Apc2	NM_011789	chr10	9074	6825	18	2231	7363
Nfasc	NM_182716	chr1	9779	3723	326	5730	167329
Olfr960	NM_146279	chr9	951	951	0	0	0
Garem2	NM_001167879	chr5	3832	2643	96	1093	9353
Garem1	NM_001033445	chr18	4783	2631	369	1783	168015
Olfr967	NM_001011826	chr9	933	933	0	0	0
Spaar	NM_001348108	chr4	4086	228	516	3342	415
Prmt5	NM_001313906	chr14	2720	1857	250	613	7569
Nyap1	NM_175521	chr5	3501	2502	280	719	5535
Suox	NM_173733	chr10	2349	1641	78	630	1683
Nyap2	NM_172849	chr1	4906	2214	593	2099	189429
Pan3	NM_028291	chr5	4628	2514	0	2114	113294
Pan2	NM_133992	chr10	4450	3603	254	593	13574
Ergic3	NM_025516	chr2	1297	1152	16	129	8858
Hoxd9	NM_013555	chr2	2100	1020	293	787	346
Vmn1r160	NM_001166724	chr7	924	924	0	0	0
Ptger4	NM_001136079	chr15	3327	1467	627	1233	7462
Eef1a1	NM_010106	chr9	1789	1389	120	280	1482
Eef1a2	NM_007906	chr2	2046	1392	367	287	7278
Tbata	NM_001017433	chr10	1528	1182	180	166	15350
Tmem183a	NM_020588	chr1	3169	1128	129	1912	12734
Hoxd1	NM_010467	chr2	1862	987	122	753	301
Ptger2	NM_008964	chr14	3768	1089	854	1825	11942
Mcrs1	NM_016766	chr15	1916	1389	210	317	7229
Il1f9	NM_153511	chr2	1647	582	294	771	5445
Il1f8	NM_027163	chr2	790	552	65	173	6142
Trim59	NM_025863	chr3	2920	1212	208	1500	6529
Trim58	NM_001039047	chr11	2192	1458	3	731	9748
Golga7b	NM_001141983	chr19	2832	504	442	1886	19939
Glyatl3	NM_001145060	chr17	873	873	0	0	8737
Mybl1	NM_008651	chr1	4984	2256	255	2473	27815
Trim54	NM_021447	chr5	1532	1101	298	133	19483
Mybl2	NM_008652	chr2	3702	2115	194	1393	26351
Defa6	NM_007852	chr8	282	282	0	0	559
Trim50	NM_001346745	chr5	1456	1455	1	0	12904
Il1f5	NM_001146087	chr2	1848	471	317	1060	3631
Trim52	NM_198601	chr14	3083	702	712	1669	0
Pank1	NM_001114339	chr19	7418	1647	379	5392	65102
Maneal	NM_001007573	chr4	2727	1359	4	1364	4206
Pank2	NM_153501	chr2	4266	1332	69	2865	32423
Pank4	NM_001305804	chr4	2716	2463	23	230	14100
LOC101055864	NM_001324551	chr7	1517	906	204	407	4532
Dnah2	NM_001081330	chr11	13704	13389	131	184	114596
Ttc21b	NM_001047604	chr2	4470	3948	83	439	67821
Mrgprb4	NM_205795	chr7	966	966	0	0	0
Olfr1320	NM_207240	chrX	960	960	0	0	0
Vmn1r107	NM_001166759	chr7	924	924	0	0	0
Dap3	NM_022994	chr3	4628	1191	412	3025	24852
Atad5	NM_001029856	chr11	7272	5481	371	1420	39120
Tes	NM_207176	chr6	2442	1260	138	1044	38235
Mbnl1	NM_020007	chr3	5655	1146	1120	3389	122917
Mbnl2	NM_175341	chr14	4553	1122	682	2749	151477
Mbnl3	NM_134163	chrX	8829	1029	287	7513	83668
Pdha1	NM_008810	chrX	2855	1173	118	1564	13357
Gnl3	NM_153547	chr14	1926	1617	190	119	4773
Gm10375	NM_001098269	chr14	836	510	8	318	4551
Fbxw10	NM_001291441	chr11	3282	3078	159	45	27058
Fbxw11	NM_134015	chr11	4337	1692	336	2309	99923
Smarcb1	NM_011418	chr10	1657	1158	219	280	23189
Fbxw17	NM_175401	chr13	1785	1401	21	363	14108
Fbxw14	NM_015793	chr9	1497	1401	37	59	15055
Fbxw15	NM_199036	chr9	1495	1401	32	62	14166
Glis2	NM_031184	chr16	3619	1566	272	1781	17626
Glis3	NM_175459	chr19	7514	2808	578	4128	413713
Fbxw18	NM_001033794	chr9	1519	1410	51	58	24448
Glis1	NM_147221	chr4	2904	2370	221	313	197437
Tmem39b	NM_199305	chr4	1810	1479	120	211	18674
Prr5	NM_001346662	chr15	4418	1137	66	3215	38779
Prr7	NM_001030296	chr13	1360	810	385	165	7529
Evi5l	NM_001346730	chr8	4012	2442	228	1342	37547
Prokr1	NM_021381	chr6	4056	1182	246	2628	8054
Prokr2	NM_144944	chr2	4533	1146	322	3065	10586
St3gal5	NM_011375	chr6	2453	1164	389	900	54510
Vmn1r101	NM_001166836	chr7	924	924	0	0	0
Tmco1	NM_001039483	chr1	4474	567	194	3713	20835
Far1	NM_027379	chr7	4339	1548	160	2631	52716
Opcml	NM_177906	chr9	5992	1014	117	4861	1127788
Zim1	NM_011769	chr7	3501	1740	281	1480	17489
Gvin1	NM_029000	chr7	9039	7284	314	1441	49813
Gm6377	NM_001037917	chrX	2801	912	170	1719	889
Fnip1	NM_173753	chr11	6281	3498	118	2665	73782
Fnip2	NM_001162999	chr3	7095	3327	76	3692	104614
Psph	NM_133900	chr5	1537	678	626	233	20159
Zar1	NM_174877	chr5	1259	1086	27	146	2712
Tmco4	NM_001305423	chr4	3531	1896	980	655	83358
Lin37	NM_001290569	chr7	1124	705	333	86	3082
Mmadhc	NM_001348200	chr2	1457	561	336	560	15464
