AccNum,Efficiency
NM_002528,76
NM_018974,76
NM_001039380,47
NM_012403,NaN
NM_006292,111
NM_014216,118
NM_001355469,119
NM_012260,76
NM_144685,72
NM_001242532,75
NM_001318909,98
NM_001520,77
NM_174983,83
NM_138408,102
NM_001122823,114
NM_012204,100
NM_001134382,121
NM_052968,110
NM_001170738,NaN
NM_001242614,84
NM_001184874,105
NM_000039,100
NM_001643,97
NM_001184727,105
NM_003400,46
NM_020750,119
NM_022459,99
NM_015024,114
NM_001270940,78
NM_001013845,107
NM_138418,102
NM_001166691,83
NM_022483,118
NM_001256829,67
NM_001256268,70
NM_001319666,72
NM_017799,62
NM_153712,101
NM_001005179,NaN
NM_001330760,109
NM_018983,87
NM_001351200,NaN
NM_014505,103
NM_007235,96
NM_006730,105
NM_001374,91
NM_004944,85
NM_001005163,77
NM_001077268,40
NM_001258376,113
NM_001136005,99
NM_006818,96
NM_001323638,76
NM_001316772,79
NM_014795,79
NM_001258320,124
NM_199344,69
NM_001346082,121
NM_032810,87
NM_015525,78
NM_003286,73
NM_014109,87
NM_001351059,103
NM_005479,67
NM_001100389,115
NM_000448,107
NM_001319998,79
NM_001085454,95
NM_001135054,73
NM_025065,111
NM_001303098,79
NM_152464,118
NM_032561,100
NM_001302819,24
NM_005251,113
NM_152494,73
NM_021081,71
NM_000074,78
NM_014454,116
NM_031459,101
NM_016362,76
NM_001134659,NaN
NM_198695,104
NM_020859,68
NM_001649,65
NM_001172700,78
NM_017584,103
NM_001166263,90
NM_001005369,93
NM_001195535,97
NM_020717,88
NM_019005,74
NM_032946,82
NM_001013650,80
NM_001164462,NaN
NM_005792,107
NM_172251,123
NM_020651,74
NM_015087,80
NM_145065,85
NM_021255,74
NM_003118,88
NM_005063,75
NM_001288736,113
NM_194278,105
NM_031850,81
NM_178012,84
NM_001286588,119
NM_016210,92
NM_001048226,59
NM_001349253,84
NM_001288708,102
NM_001293294,76
NM_005663,84
NM_001282488,83
NM_001740,107
NM_004929,130
NM_152763,76
NM_001282468,119
NM_001031617,76
NM_001143835,68
NM_014370,75
NM_001350744,69
NM_013356,89
NM_000623,105
NM_032193,87
NM_021174,89
NM_001355008,98
NM_001243746,111
NM_015907,111
NM_020223,94
NM_018702,112
NM_001258438,94
NM_015833,77
NM_003642,125
NM_001101654,81
NM_001193502,72
NM_001007125,79
NM_001317199,83
NM_025212,96
NM_001080436,NaN
NM_001271560,89
NM_013389,115
NM_018046,108
NM_198687,85
NM_015315,47
NM_173825,107
NM_032906,94
NM_001007563,76
NM_001017418,93
NM_012072,114
NM_005365,96
NM_001166400,122
NM_005362,91
NM_175743,91
NM_004988,96
NM_001256863,NaN
NM_175868,91
NM_021049,92
NM_173351,NaN
NM_001318758,117
NM_001355534,91
NM_001195272,91
NM_001708,NaN
NM_015725,102
NM_000898,82
NM_003566,102
NM_001199771,93
NM_145201,128
NM_024928,62
NM_000689,85
NM_001012241,52
NM_001165960,67
NM_001271946,107
NM_004787,79
NM_003061,92
NM_001307925,78
NM_004272,93
NM_001320905,121
NM_001145722,79
NM_199330,98
NM_001004485,NaN
NM_001195685,75
NM_001271539,100
NM_001284388,120
NM_198859,62
NM_016484,72
NM_001288763,82
NM_022549,84
NM_205545,84
NM_001205266,NaN
NM_207330,92
NM_031435,77
NM_138350,77
NM_001099287,80
NM_182529,78
NM_144721,82
NM_030573,71
NM_152658,76
NM_001317776,90
NM_024640,63
NM_000402,85
NM_001282490,119
NM_006729,77
NM_001320340,44
NM_001081551,95
NM_001099744,89
NM_001323027,84
NM_001142675,85
NM_013986,119
NM_145214,98
NM_002950,72
NM_001324301,124
NM_004538,115
NM_033229,67
NM_014788,92
NM_016102,75
NM_001348119,114
NM_014972,67
NM_001330452,123
NM_003965,125
NM_001282328,81
NM_001527,98
NM_001171631,87
NM_001268,66
NM_001352506,110
NM_001042705,101
NM_001282394,NaN
NM_001015053,81
NM_001082,79
NM_012106,75
NM_000329,87
NM_006037,93
NM_001202429,135
NM_001201965,95
NM_001040445,122
NM_017873,68
NM_198243,102
NM_006074,77
NM_001278712,114
NM_001319296,65
NM_001168531,93
NM_175065,NaN
NM_001303,110
NM_001042548,111
NM_175619,109
NM_001145029,100
NM_001204818,115
NM_001354640,94
NM_001300829,91
NM_152908,83
NM_182500,98
NM_001105248,82
NM_001085437,67
NM_018593,69
NM_001959,87
NM_001040433,84
NM_001855,112
NM_032574,69
NM_213606,33
NM_000390,105
NM_000864,82
NM_021930,95
NM_001243538,91
NM_006453,98
NM_205841,89
NM_003022,83
NM_015299,71
NM_001257995,99
NM_002605,89
NM_001349753,68
NM_001352432,98
NM_000787,73
NM_014471,117
NM_005908,97
NM_001319041,80
NM_002655,114
NM_152332,109
NM_001029891,NaN
NM_001271718,135
NM_001321732,69
NM_001184985,89
NM_001444,104
NM_001081,39
NM_001990,79
NM_007147,74
NM_001166305,91
NM_006003,99
NM_001025247,102
NM_001918,117
NM_001122,104
NM_144638,98
NM_021182,NaN
NM_007372,91
NM_017416,89
NM_001142933,78
NM_001300862,113
NM_001174072,70
NM_001258031,81
NM_002629,91
NM_020755,100
NM_006811,86
NM_001199039,107
NM_001818,75
NM_004774,100
NM_001284209,116
NM_001100816,103
NM_014166,111
NM_018670,105
NM_032409,94
NM_001001412,93
NM_001001653,61
NM_018019,103
NM_005515,63
NM_001164464,84
NM_001321866,92
NM_000811,124
NM_025027,122
NM_032689,82
NM_183238,98
NM_080701,84
NM_001142935,68
NM_006071,NaN
NM_016381,107
NM_178127,83
NM_080614,119
NM_001106,96
NM_001171167,66
NM_002357,128
NM_015215,94
NM_001166160,112
NM_005837,107
NM_175075,93
NM_001114175,88
NM_001330266,75
NM_001083962,109
NM_001346425,78
NM_015918,83
NM_003200,93
NM_001199563,101
NM_001013354,NaN
NM_001354800,77
NM_006627,96
NM_004885,65
NM_022146,90
NM_145291,80
NM_000106,116
NM_001350667,84
NM_133180,88
NM_022772,81
NM_139053,78
NM_001134,102
NM_005530,106
NM_001318878,86
NM_032548,104
NM_001287740,101
NM_001256134,134
NM_007021,84
NM_001185,73
NM_006247,104
NM_018420,66
NM_001323582,100
NM_001729,46
NM_033426,71
NM_007225,118
NM_001199356,75
NM_152745,113
NM_018687,77
NM_000312,95
NM_001130136,95
NM_001287344,92
NM_007224,90
NM_001322041,112
NM_001324214,43
NM_001005174,NaN
NM_002428,96
NM_001025390,81
NM_001257360,80
NM_001351601,77
NM_181622,78
NM_001290330,43
NM_021118,79
NM_005739,98
NM_003000,104
NM_001657,84
NM_021185,90
NM_002427,134
NM_001272044,68
NM_001162530,70
NM_001323552,117
NM_003952,91
NM_001324080,92
NM_054032,80
NM_016037,110
NM_020244,113
NM_147199,80
NM_032175,116
NM_001242823,93
NM_000572,95
NM_002725,85
NM_016001,74
NM_003823,90
NM_019593,103
NM_001348756,103
NM_001382,79
NM_030625,93
NM_012247,76
NM_001127208,73
NM_001004685,NaN
NM_016436,103
NM_001007,105
NM_003338,94
NM_001256862,NaN
NM_001001669,101
NM_007245,122
NM_032725,105
NM_000686,99
NM_001933,88
NM_153022,63
NM_001276320,73
NM_001100,77
NM_001007561,74
NM_001321724,109
NM_001199469,98
NM_152607,82
NM_004101,97
NM_005242,91
NM_001900,90
NM_020196,85
NM_032528,84
NM_014475,97
NM_173216,105
NM_032151,96
NM_004905,69
NM_012094,113
NM_032556,83
NM_006793,125
NM_005809,120
NM_002574,87
NM_005829,103
NM_001318093,108
NM_001957,87
NM_001204397,75
NM_005029,59
NM_002653,64
NM_017670,100
NM_000115,113
NM_023112,92
NM_020905,119
NM_012428,86
NM_004655,93
NM_003502,98
NM_004586,NaN
NM_024756,110
NM_080489,86
NM_004345,92
NM_181712,78
NM_007366,96
NM_000206,95
NM_000541,107
NM_019617,43
NM_001305456,72
NM_001136191,125
NM_001202425,111
NM_016026,82
NM_001638,102
NM_005813,78
NM_138440,88
NM_022739,78
NM_024669,46
NM_138412,75
NM_014675,79
NM_001170755,74
NM_015383,NaN
NM_000455,80
NM_001278141,74
NM_183372,78
NM_001302371,74
NM_003370,87
NM_022894,92
NM_001252007,78
NM_020144,99
NM_001312909,91
NM_001350628,106
NM_001350641,112
NM_001101372,NaN
NM_153833,NaN
NM_178353,74
NM_001306137,80
NM_005886,109
NM_052863,82
NM_054023,79
NM_012206,114
NM_207346,80
NM_014703,96
NM_005828,74
NM_001198956,81
NM_003861,94
NM_001352448,93
NM_014398,77
NM_015726,90
NM_001324340,84
NM_001135215,125
NM_001166012,91
NM_001775,87
NM_001330512,101
NM_003411,69
NM_001330327,69
NM_014390,111
NM_016107,68
NM_001288957,80
NM_001772,74
NM_001773,94
NM_001001548,98
NM_001359094,100
NM_001282526,71
NM_006467,102
NM_001722,75
NM_018119,124
NM_018082,79
NM_032681,91
NM_007055,90
NM_153000,88
NM_001098529,88
NM_030810,62
NM_016310,101
NM_001018050,96
NM_005802,84
NM_001145024,111
NM_002953,71
NM_007325,106
NM_001170574,88
NM_001130823,70
NM_017633,94
NM_052943,55
NM_017709,125
NM_015310,78
NM_032289,72
NM_001352000,93
NM_000786,83
NM_001083961,109
NM_145172,100
NM_001350918,100
NM_001303247,103
NM_144668,82
NM_144625,64
NM_019854,67
NM_001350141,75
NM_019558,85
NM_014213,97
NM_001008747,77
NM_001135240,82
NM_001242865,109
NM_005788,87
NM_005984,65
NM_001536,116
NM_018137,77
NM_001351143,91
NM_001351207,91
NM_001039619,87
NM_018487,107
NM_000859,112
NM_014020,103
NM_000976,80
NM_018109,115
NM_014182,101
NM_001322373,113
NM_016467,97
NM_004984,100
NM_004521,103
NM_004522,101
NM_004831,97
NM_001879,89
NM_006610,89
NM_144669,74
NM_000732,71
NM_000733,109
NM_013391,104
NM_178335,121
NM_000017,102
NM_001310,69
NM_001454,106
NM_001005324,NaN
NM_001291860,93
NM_003884,77
NM_021078,116
NM_021155,73
NM_178123,80
NM_002287,73
NM_000416,114
NM_001329128,77
NM_002288,74
NM_001004196,82
NM_014866,115
NM_033127,83
NM_198390,76
NM_001202485,110
NM_001286043,97
NM_016227,68
NM_001320918,82
NM_001080495,81
NM_018060,85
NM_001286554,74
NM_032236,113
NM_001004482,NaN
NM_001346029,60
NM_001347937,55
NM_001330208,82
NM_001286768,63
NM_001330751,85
NM_133263,112
NM_032172,95
NM_001135105,74
NM_052845,86
NM_001746,86
NM_130760,80
NM_002996,112
NM_002666,137
NM_000067,85
NM_022358,76
NM_000373,114
NM_018241,74
NM_022055,NaN
NM_005732,73
NM_001313896,101
NM_033489,96
NM_022054,112
NM_014865,126
NM_024583,67
NM_001145023,127
NM_001145513,88
NM_016010,70
NM_178554,90
NM_001287248,71
NM_032149,96
NM_005133,97
NM_005425,49
NM_052850,104
NM_004045,77
NM_003284,96
NM_014384,87
NM_014049,78
NM_001098622,NaN
NM_001029861,95
NM_001040697,77
NM_000773,72
NM_000434,93
NM_182752,98
NM_172000,73
NM_031229,70
NM_005234,108
NM_000075,136
NM_020927,97
NM_006662,107
NM_001715,97
NM_001011,101
NM_030957,118
NM_139025,109
NM_030955,84
NM_139055,NaN
NM_002952,118
NM_139057,83
NM_139056,46
NM_001135694,90
NM_001326358,84
NM_003374,125
NM_001321702,74
NM_001012,103
NM_001104577,100
NM_033409,95
NM_024531,100
NM_022047,112
NM_024119,89
NM_198963,80
NM_001242820,74
NM_017867,88
NM_005725,99
NM_001330309,82
NM_002704,92
NM_182632,95
NM_024600,97
NM_198536,86
NM_001198862,85
NM_207316,86
NM_016615,79
NM_003044,77
NM_001317406,103
NM_001010898,75
NM_014037,88
NM_182767,72
NM_007231,77
NM_000155,84
NM_001330663,85
NM_005518,97
NM_020775,108
NM_033103,91
NM_001353920,83
NM_145244,82
NM_001001966,NaN
NM_003104,103
NM_000403,106
NM_001205280,78
NM_173588,93
NM_032880,84
NM_000153,109
NM_138801,95
NM_001297642,73
NM_002336,99
NM_173483,86
NM_007172,98
NM_001304288,88
NM_021944,78
NM_001300854,82
NM_014089,83
NM_003190,82
NM_000684,96
NM_000024,91
NM_023039,83
NM_001024601,115
NM_015202,79
NM_000428,82
NM_015986,81
NM_001320,83
NM_001300895,91
NM_003906,93
NM_001062,80
NM_001146227,108
NM_000569,115
NM_001244753,94
NM_001008391,67
NM_001004491,NaN
NM_194271,81
NM_000159,118
NM_000693,103
NM_017943,77
NM_018126,98
NM_006150,93
NM_013397,91
NM_001136134,71
NM_004942,94
NM_024565,91
NM_016297,101
NM_017508,98
NM_001349922,95
NM_013251,80
NM_170685,NaN
NM_174899,114
NM_176822,114
NM_000983,91
NM_152527,97
NM_153357,65
NM_001349232,98
NM_201566,108
NM_004849,92
NM_032566,94
NM_172105,62
NM_001127698,98
NM_017999,86
NM_000503,39
NM_032596,104
NM_001354966,101
NM_005244,86
NM_153711,79
NM_001256887,85
NM_001010919,62
NM_001317946,96
NM_058229,68
NM_001129742,75
NM_001130913,104
NM_022068,106
NM_001142864,78
NM_001277291,120
NM_153442,95
NM_016034,112
NM_181600,91
NM_182983,105
NM_181621,78
NM_145062,83
NM_000851,76
NM_001171993,107
NM_147197,60
NM_001286059,65
NM_172005,92
NM_080869,87
NM_001805,82
NM_018083,72
NM_005195,75
NM_001295,78
NM_177478,89
NM_001135629,116
NM_001242680,71
NM_002900,78
NM_001005289,NaN
NM_000332,92
NM_030785,100
NM_001352117,69
NM_032782,70
NM_016128,120
NM_001164836,68
NM_022006,112
NM_173160,69
NM_001320912,79
NM_021603,69
NM_001136007,107
NM_000410,102
NM_001278717,112
NM_000945,105
NM_001123396,102
NM_139283,104
NM_001012502,112
NM_002360,75
NM_000507,112
NM_014773,84
NM_201589,104
NM_006781,95
NM_001013706,80
NM_001164586,109
NM_005817,85
NM_001161572,73
NM_032711,75
NM_001024,109
NM_001353999,123
NM_022733,101
NM_015015,95
NM_007203,124
NM_203284,108
NM_001348945,40
NM_001145059,102
NM_180699,84
NM_001330311,98
NM_004229,91
NM_003796,74
NM_001293237,84
NM_001352949,63
NM_138447,93
NM_000766,101
NM_016602,NaN
NM_018039,51
NM_017706,80
NM_001130992,82
NM_004164,98
NM_001320824,99
NM_001323517,101
NM_001329454,89
NM_052960,80
NM_015884,92
NM_001004748,NaN
NM_001005329,NaN
NM_033360,103
NM_003817,107
NM_001282291,97
NM_001464,92
NM_001302617,83
NM_001320590,71
NM_004457,74
NM_032378,30
NM_001286712,45
NM_015256,85
NM_001109,76
NM_203380,100
NM_016215,83
NM_001167890,86
NM_001146340,86
NM_001039690,54
NM_152524,79
NM_014332,40
NM_004288,88
NM_001199251,105
NM_030652,108
NM_014432,66
NM_024012,76
NM_172016,110
NM_144717,97
NM_001317782,86
NM_001024921,99
NM_005144,79
NM_012210,110
NM_005143,87
NM_001286352,116
NM_001353084,75
NM_018700,72
NM_171982,69
NM_021616,118
NM_206922,NaN
NM_004111,96
NM_022977,109
NM_018654,NaN
NM_001142397,82
NM_172229,101
NM_020147,64
NM_003816,85
NM_152534,90
NM_001353038,74
NM_017590,68
NM_001290079,NaN
NM_134268,61
NM_006393,70
NM_003889,NaN
NM_003881,78
NM_198239,93
NM_003882,79
NM_020310,80
NM_182628,77
NM_152655,81
NM_012444,116
NM_014906,99
NM_019592,75
NM_001017922,58
NM_021920,97
NM_021258,82
NM_000368,125
NM_138439,66
NM_001330588,111
NM_001308068,66
NM_017864,86
NM_020650,81
NM_001130167,97
NM_002901,104
NM_001142393,78
NM_001112808,51
NM_002430,111
NM_012375,NaN
NM_001291303,NaN
NM_032317,111
NM_020704,79
NM_001624,73
NM_001351589,109
NM_014915,75
NM_133475,105
NM_001164404,68
NM_001286796,91
NM_001038640,68
NM_020722,59
NM_001278352,86
NM_004040,102
NM_001313943,114
NM_006103,76
NM_145652,83
NM_019034,68
NM_018492,84
NM_001349277,53
NM_002191,82
NM_194291,85
NM_001008495,NaN
NM_001347006,88
NM_182532,107
NM_032936,63
NM_006161,65
NM_031246,97
NM_080552,91
NM_001004730,NaN
NM_001322189,80
NM_001286657,103
NM_001287241,83
NM_021999,68
NM_006063,76
NM_152393,104
NM_032340,114
NM_001143833,76
NM_021916,84
NM_004882,101
NM_203424,83
NM_014344,100
NM_152397,73
NM_001322112,83
NM_001284338,115
NM_032709,108
NM_015627,64
NM_003923,74
NM_006355,111
NM_001350912,102
NM_001142286,113
NM_016631,105
NM_001282145,79
NM_001324358,75
NM_001345970,102
NM_175902,105
NM_001304835,73
NM_020787,96
NM_145233,72
NM_001076675,94
NM_001290083,75
NM_175888,113
NM_198484,89
NM_033414,118
NM_001082480,77
NM_004210,98
NM_001278535,111
NM_001285486,77
NM_001075,123
NM_019557,88
NM_198474,97
NM_001318842,64
NM_001355197,83
NM_006517,94
NM_007028,112
NM_181861,81
NM_030908,NaN
NM_004853,124
NM_000969,112
NM_001005328,NaN
NM_032135,61
NM_002066,90
NM_001080825,97
NM_001004456,NaN
NM_002962,70
NM_014938,97
NM_138387,66
NM_000022,92
NM_032804,80
NM_021176,87
NM_001123,102
NM_001243007,NaN
NM_001346932,41
NM_001204062,81
NM_033393,94
NM_002891,114
NM_006909,114
NM_001321417,88
NM_001321726,71
NM_001193314,81
NM_133464,110
NM_001261459,90
NM_001034850,125
NM_001146006,124
NM_001355448,80
NM_002761,102
NM_001286359,68
NM_001005281,NaN
NM_020664,97
NM_001330575,84
NM_005978,93
NM_001304445,88
NM_001199215,56
NM_030981,86
NM_014337,90
NM_001105,93
NM_001018111,86
NM_001024660,96
NM_002229,70
NM_001286968,89
NM_005423,103
NM_003226,86
NM_003514,97
NM_003511,98
NM_003509,93
NM_080596,103
NM_003510,NaN
NM_021066,NaN
NM_021052,89
NM_021065,90
NM_021064,93
NM_170745,92
NM_175871,86
NM_003512,89
NM_003513,NaN
NM_020457,71
NM_001004058,NaN
NM_014502,70
NM_003675,76
NM_002299,77
NM_001099668,83
NM_001109619,NaN
NM_016438,82
NM_001256915,111
NM_030663,88
NM_001145191,79
NM_005658,114
NM_021138,103
NM_145725,79
NM_004295,65
NM_001319207,107
NM_145803,86
NM_032271,70
NM_013312,87
NM_032410,105
NM_001135099,59
NM_024022,86
NM_001290094,65
NM_001288751,102
NM_153609,80
NM_001042575,93
NM_001160325,NaN
NM_002738,118
NM_001984,98
NM_001330065,59
NM_001080837,NaN
NM_033226,86
NM_033450,76
NM_033151,103
NM_001282537,NaN
NM_001004195,NaN
NM_002341,114
NM_014212,102
NM_001264573,104
NM_012425,83
NM_014208,87
NM_019008,114
NM_139162,113
NM_001363,102
NM_001042519,92
NM_001278529,78
NM_198517,92
NM_018158,72
NM_001204240,117
NM_001080849,86
NM_199511,99
NM_001286072,56
NM_001353220,96
NM_014484,96
NM_004531,86
NM_033197,113
NM_001128917,100
NM_174897,NaN
NM_182519,78
NM_013444,91
NM_018219,61
NM_017845,81
NM_001307937,78
NM_001329684,118
NM_016094,110
NM_012071,81
NM_152516,113
NM_001287392,126
NM_053041,91
NM_017828,80
NM_001287237,76
NM_033418,99
NM_152279,74
NM_015935,93
NM_024086,106
NM_001029991,103
NM_020961,73
NM_152636,110
NM_001353162,67
NM_001171162,77
NM_003995,NaN
NM_001204375,73
NM_007167,84
NM_001350139,70
NM_001142684,66
NM_001321571,135
NM_024081,93
NM_058182,105
NM_172171,107
NM_015981,117
NM_001220,91
NM_052962,110
NM_001352232,106
NM_001097620,75
NM_018369,65
NM_173573,81
NM_015283,78
NM_001319303,62
NM_145250,78
NM_001012975,NaN
NM_001012264,124
NM_001193379,95
NM_020844,90
NM_001002841,105
NM_023926,99
NM_020855,90
NM_032805,91
NM_005480,111
NM_001001954,NaN
NM_001320557,106
NM_001347966,49
NM_001766,97
NM_030893,63
NM_001764,90
NM_001765,74
NM_001763,60
NM_001286615,76
NM_080723,78
NM_030952,77
NM_001353740,78
NM_001128618,68
NM_001326334,97
NM_001330272,120
NM_001313726,99
NM_024562,118
NM_001282777,86
NM_203290,118
NM_001206559,83
NM_001322141,61
NM_001085452,73
NM_000090,99
NM_001083124,61
NM_001113541,61
NM_005912,75
NM_001145196,61
NM_018268,77
NM_022156,78
NM_015131,105
NM_019045,118
NM_007075,98
NM_005452,76
NM_001142550,104
NM_001346228,72
NM_001348951,91
NM_001514,116
NM_000053,71
NM_001322194,57
NM_000215,118
NM_145004,104
NM_001321853,80
NM_001206977,55
NM_000842,83
NM_002263,78
NM_032999,118
NM_181787,93
NM_001278065,76
NM_001349117,98
NM_005693,82
NM_024016,75
NM_024017,96
NM_020677,71
NM_002145,85
NM_002146,97
NM_002144,52
NM_018952,87
NM_004502,79
NM_024015,90
NM_002147,91
NM_001354670,97
NM_001171818,81
NM_001004432,80
NM_021205,62
NM_000823,79
NM_005036,74
NM_001101391,100
NM_018590,74
NM_003117,120
NM_001354491,45
NM_001291905,58
NM_020199,113
NM_001320962,44
NM_178161,NaN
NM_012391,98
NM_001300739,86
NM_001001912,NaN
NM_001317107,76
NM_001174104,83
NM_001145224,68
NM_022783,65
NM_001018100,81
NM_001732,107
NM_020994,107
NM_144994,72
NM_001001872,99
NM_207163,75
NM_022366,91
NM_001178098,75
NM_000493,94
NM_018413,85
NM_001105214,78
NM_173496,94
NM_013446,110
NM_021197,82
NM_001004023,85
NM_006482,107
NM_031894,97
NM_003845,60
NM_198560,100
NM_182548,81
NM_005780,102
NM_024082,129
NM_001012761,94
NM_004878,67
NM_005779,94
NM_020211,78
NM_003577,76
NM_012464,118
NM_001174123,91
NM_012067,85
NM_003810,128
NM_001017992,96
NM_001665,116
NM_001127323,86
NM_002852,103
NM_001328608,NaN
NM_014477,80
NM_012244,81
NM_021005,116
NM_005538,103
NM_173505,82
NM_022045,83
NM_001040874,82
NM_178860,92
NM_012081,126
NM_001142524,108
NM_001173464,101
NM_014989,93
NM_001348484,80
NM_001252100,108
NM_153704,105
NM_181614,80
NM_001005240,NaN
NM_017551,72
NM_001510,83
NM_001040157,112
NM_002388,33
NM_006500,92
NM_001272037,90
NM_173467,94
NM_017744,107
NM_144616,85
NM_005519,104
NM_000771,76
NM_001198855,69
NM_001004339,75
NM_130769,70
NM_001166003,103
NM_152426,94
NM_001349438,95
NM_181079,73
NM_145699,61
NM_014508,94
NM_004900,94
NM_001001665,93
NM_153714,40
NM_206899,NaN
NM_001007240,40
NM_002157,110
NM_001009997,58
NM_001012503,97
NM_001011880,73
NM_005755,101
NM_016457,98
NM_001354571,100
NM_005231,79
NM_001001917,55
NM_018556,85
NM_002661,86
NM_002660,103
NM_057176,105
NM_001242936,74
NM_017938,129
NM_015567,113
NM_000078,108
NM_000164,110
NM_003807,72
NM_001415,98
NM_003548,89
NM_002097,NaN
NM_014646,92
NM_001301860,99
NM_001349205,87
NM_203472,83
NM_001134657,100
NM_004867,85
NM_174978,108
NM_001145139,76
NM_003709,79
NM_001300,66
NM_001030311,68
NM_001314052,63
NM_016531,79
NM_016270,112
NM_006563,112
NM_032125,80
NM_001080501,116
NM_001004313,111
NM_001190844,97
NM_001323555,59
NM_001474,84
NM_001206,81
NM_007250,69
NM_022070,98
NM_001220484,101
NM_001440,95
NM_014060,105
NM_018072,91
NM_014286,111
NM_006589,96
NM_001321023,104
NM_005612,113
NM_152781,125
NM_138456,104
NM_173353,80
NM_001261411,96
NM_032553,84
NM_018664,78
NM_138433,104
NM_152375,101
NM_001330765,112
NM_001122757,82
NM_001352025,74
NM_007360,56
NM_205853,83
NM_003914,76
NM_001287585,104
NM_024057,101
NM_002446,66
NM_001320776,54
NM_173631,115
NM_004721,99
NM_001277075,76
NM_152606,93
NM_213598,131
NM_003038,66
NM_025052,48
NM_001272087,84
NM_001287595,81
NM_001199295,90
NM_001172773,61
NM_004171,113
NM_004172,93
NM_001040274,95
NM_022089,71
NM_012452,85
NM_015931,75
NM_145170,68
NM_018706,114
NM_080597,90
NM_138924,81
NM_024096,77
NM_001099857,31
NM_000566,81
NM_014002,94
NM_001322406,77
NM_001010862,77
NM_005931,92
NM_001289152,111
NM_001085479,94
NM_001024809,93
NM_001323623,81
NM_005275,64
NM_001290216,96
NM_001080515,71
NM_001329712,71
NM_199204,106
NM_001322281,86
NM_021004,68
NM_152432,103
NM_182908,97
NM_001172743,77
NM_001352018,89
NM_001136050,120
NM_002887,87
NM_001306179,82
NM_005932,90
NM_002871,77
NM_130436,103
NM_001031,89
NM_004714,104
NM_001330728,51
NM_052967,51
NM_020307,109
NM_001270941,67
NM_001099433,76
NM_001320153,39
NM_145177,79
NM_001278701,85
NM_000547,79
NM_002362,96
NM_012483,51
NM_001330518,90
NM_173614,79
NM_001004067,79
NM_014287,79
NM_013448,67
NM_001144878,95
NM_014214,89
NM_016498,93
NM_003292,101
NM_006623,114
NM_003068,79
NM_178310,78
NM_000899,67
NM_005985,76
NM_002152,86
NM_004339,118
NM_022776,117
NM_001316362,52
NM_001001290,97
NM_014580,89
NM_001282604,75
NM_017585,91
NM_003039,79
NM_001029871,77
NM_006931,94
NM_000340,102
NM_006516,72
NM_000608,142
NM_004092,108
NM_001152,101
NM_001278542,104
NM_002657,104
NM_002745,97
NM_001317157,93
NM_001029888,110
NM_152644,75
NM_001005286,NaN
NM_001001417,90
NM_005628,86
NM_001291465,90
NM_001291466,90
NM_032258,90
NM_001291462,90
NM_001123392,90
NM_001291463,90
NM_001291464,90
NM_001291459,90
NM_001286835,37
NM_052972,83
NM_001195597,99
NM_015093,106
NM_207393,77
NM_018237,127
NM_020335,68
NM_178812,113
NM_182680,104
NM_001330340,37
NM_003682,76
NM_001145355,83
NM_001017424,79
NM_130398,86
NM_001040441,92
NM_001145720,77
NM_138392,102
NM_001712,87
NM_001271023,78
NM_001815,97
NM_004363,75
NM_001817,97
NM_006890,97
NM_015564,108
NM_001816,97
NM_033051,65
NM_181785,99
NM_080669,75
NM_001005238,NaN
NM_001005237,NaN
NM_001005491,NaN
NM_002246,93
NM_007023,81
NM_000118,71
NM_001863,100
NM_001199207,114
NM_173537,118
NM_018000,91
NM_018728,99
NM_002747,107
NM_020678,102
NM_018339,96
NM_033113,80
NM_000504,95
NM_000128,97
NM_001318957,103
NM_031372,69
NM_001430,103
NM_138574,91
NM_016073,117
NM_001348169,69
NM_003507,72
NM_015279,49
NM_145647,107
NM_152730,114
NM_017913,72
NM_080825,94
NM_004507,94
NM_004170,100
NM_130459,101
NM_017774,81
NM_173850,94
NM_001042693,80
NM_016186,68
NM_001080451,112
NM_017846,142
NM_032273,83
NM_001350396,117
NM_033123,78
NM_018911,NaN
NM_001099772,80
NM_001350070,84
NM_174898,96
NM_001098535,39
NM_152548,108
NM_032862,NaN
NM_145720,112
NM_033208,103
NM_030953,125
NM_001350130,81
NM_182925,92
NM_080819,92
NM_205850,108
NM_002019,81
NM_005608,105
NM_001162491,119
NM_001323900,79
NM_001076,90
NM_198321,82
NM_014284,94
NM_006026,83
NM_001311311,96
NM_017897,93
NM_145315,117
NM_001077,90
NM_012414,103
NM_000549,88
NM_002854,91
NM_032442,119
NM_001352071,102
NM_172231,35
NM_007084,87
NM_005318,94
NM_198721,102
NM_001318392,71
NM_025092,59
NM_031965,112
NM_001013690,118
NM_018135,118
NM_014046,105
NM_016067,93
NM_001308018,100
NM_001329791,98
NM_198478,NaN
NM_001164746,75
NM_022753,100
NM_020689,82
NM_002597,79
NM_032436,84
NM_001102416,89
NM_001004354,78
NM_032834,121
NM_001004439,64
NM_001287436,70
NM_015975,72
NM_198968,55
NM_080668,90
NM_130847,82
NM_016201,82
NM_002297,87
NM_178516,78
NM_005564,82
NM_031287,94
NM_005850,104
NM_033109,112
NM_016047,104
NM_012433,107
NM_178469,78
NM_012426,111
NM_006842,114
NM_000102,76
NM_001140,107
NM_213596,91
NM_000697,85
NM_000369,83
NM_000216,83
NM_153618,89
NM_024680,78
NM_032108,103
NM_001178061,79
NM_001300780,81
NM_005776,112
NM_152495,112
